customer_id,gender,age,payment_method,payment_amount,shopping_mall,timestamp,customer_name
C290866,Female,60,Credit Card,378.75,Istinye Park,2022-08-21 09:40:45,
C683369,Female,53,Debit Card,4801.28,Istinye Park,2022-08-21 09:41:00,
C159517,Male,32,Debit Card,300.08,Metrocity,2022-08-21 09:43:27,ADRIENNE BENNETT
C232603,Female,40,Credit Card,1056.28,Metropol AVM,2022-08-21 09:43:46,AMANDA CUNNINGHAM
C609177,Male,36,Credit Card,300.08,Zorlu Center,2022-08-21 09:49:52,
C251441,Male,53,Credit Card,2565.6800000000003,Mall of Istanbul,2022-08-21 09:51:21,
C130170,Male,18,Credit Card,4801.28,Mall of Istanbul,2022-08-21 09:54:40,
C204632,Male,21,Debit Card,7502.0,Kanyon,2022-08-21 09:54:52,
C123145,Female,27,Credit Card,300.08,Metrocity,2022-08-21 09:56:38,
C382516,Female,68,Credit Card,2040.58,Kanyon,2022-08-21 09:57:34,
C101024,Male,28,Debit Card,7502.0,Metropol AVM,2022-08-21 09:58:54,
C251441,Male,53,Credit Card,2565.6800000000003,Mall of Istanbul,2022-08-21 09:59:29,
C308666,Male,54,Credit Card,258.05,Mall of Istanbul,2022-08-21 10:01:29,
C287296,Female,61,Debit Card,35.84,Metropol AVM,2022-08-21 10:03:04,
C177526,Female,21,Credit Card,37.41,Metropol AVM,2022-08-21 10:05:32,
C177526,Female,21,Credit Card,37.41,Metropol AVM,2022-08-21 10:06:43,
C282083,Female,18,Credit Card,20.92,Metrocity,2022-08-21 10:09:48,
C256639,Male,36,Credit Card,47.07,Metrocity,2022-08-21 10:10:27,
C130862,Male,30,Credit Card,1920.54,Mall of Istanbul,2022-08-21 10:10:42,
C313267,Female,41,Debit Card,997.5,Metrocity,2022-08-21 10:10:53,
C318034,Female,29,Credit Card,322.03,Istinye Park,2022-08-21 10:13:30,
C137415,Female,58,Debit Card,162.64,Kanyon,2022-08-21 10:14:10,
C104344,Female,54,Credit Card,40.66,Kanyon,2022-08-21 10:14:48,
C134500,Female,41,Credit Card,4200.0,Mall of Istanbul,2022-08-21 10:15:06,
C222036,Female,26,Credit Card,1200.32,Metrocity,2022-08-21 10:17:24,
C683369,Female,53,Debit Card,4801.28,Istinye Park,2022-08-21 10:18:47,
C129199,Male,45,Debit Card,2700.7200000000003,Metrocity,2022-08-21 10:18:54,
C130170,Male,18,Credit Card,4801.28,Mall of Istanbul,2022-08-21 10:24:21,
C156449,Female,24,Credit Card,2400.68,Metrocity,2022-08-21 10:27:44,
C325003,Female,34,Debit Card,300.08,Kanyon,2022-08-21 10:27:59,
C318034,Female,29,Credit Card,322.03,Istinye Park,2022-08-21 10:28:40,
C278877,Female,35,Debit Card,1200.32,Kanyon,2022-08-21 10:28:52,
C117349,Male,30,Credit Card,1016.5,Metropol AVM,2022-08-21 10:29:05,
C540562,Female,22,Debit Card,76.99000000000001,Kanyon,2022-08-21 10:29:46,
C241410,Female,60,Credit Card,9602.72,Zorlu Center,2022-08-21 10:31:03,
C201004,Female,36,Debit Card,1016.5,Mall of Istanbul,2022-08-21 10:31:20,
C382516,Female,68,Credit Card,2040.58,Kanyon,2022-08-21 10:31:39,
C256639,Male,36,Credit Card,47.07,Metrocity,2022-08-21 10:32:45,
C255560,Female,31,Debit Card,1200.32,Kanyon,2022-08-21 10:32:45,
C256639,Male,36,Credit Card,47.07,Metrocity,2022-08-21 10:33:19,
C147750,Male,29,Credit Card,162.64,Metrocity,2022-08-21 10:33:40,
C576931,Female,56,Debit Card,60.6,Kanyon,2022-08-21 10:34:02,ASHLEY BURKE DVM
C674700,Female,24,Credit Card,1200.32,Mall of Istanbul,2022-08-21 10:35:20,
C507707,Female,60,Debit Card,1020.27,Metropol AVM,2022-08-21 10:35:26,
C211790,Female,40,Credit Card,300.08,Metropol AVM,2022-08-21 10:36:07,
C278877,Female,35,Debit Card,1200.32,Kanyon,2022-08-21 10:36:15,
C609177,Male,36,Credit Card,300.08,Zorlu Center,2022-08-21 10:37:05,
C167772,Female,36,Credit Card,2295.61,Zorlu Center,2022-08-21 10:37:10,
C130986,Male,25,Credit Card,7502.0,Mall of Istanbul,2022-08-21 10:38:07,
C156449,Female,24,Credit Card,2400.68,Metrocity,2022-08-21 10:40:22,
C137415,Female,58,Debit Card,162.64,Kanyon,2022-08-21 10:40:41,
C159517,Male,32,Debit Card,300.08,Metrocity,2022-08-21 10:41:14,
C576931,Female,56,Debit Card,60.6,Kanyon,2022-08-21 10:42:37,
C290866,Female,60,Credit Card,378.75,Istinye Park,2022-08-21 10:42:42,
C290866,Female,60,Credit Card,378.75,Istinye Park,2022-08-21 10:43:27,
C317774,Female,65,Credit Card,162.64,Kanyon,2022-08-21 10:43:45,
C788832,Female,37,Debit Card,650.56,Viaport Outlet,2022-08-21 10:44:01,
C201004,Female,36,Debit Card,1016.5,Mall of Istanbul,2022-08-21 10:44:49,
C147750,Male,29,Credit Card,162.64,Metrocity,2022-08-21 10:45:50,
C287296,Female,61,Debit Card,35.84,Metropol AVM,2022-08-21 10:46:39,
C241410,Female,60,Credit Card,9602.72,Zorlu Center,2022-08-21 10:47:10,NICOLE JOHNSON
C201004,Female,36,Debit Card,1016.5,Mall of Istanbul,2022-08-21 10:47:35,
C120234,Male,55,Debit Card,4561.219999999999,Metrocity,2022-08-21 10:48:46,
C167772,Female,36,Credit Card,2295.61,Zorlu Center,2022-08-21 10:51:44,
C234520,Male,48,Debit Card,38.63,Mall of Istanbul,2022-08-21 10:53:01,
C251441,Male,53,Credit Card,2565.6800000000003,Mall of Istanbul,2022-08-21 10:57:04,JACQUELINE JACKSON
C683369,Female,53,Debit Card,4801.28,Istinye Park,2022-08-21 10:58:52,
C282083,Female,18,Credit Card,20.92,Metrocity,2022-08-21 11:00:43,
C282083,Female,18,Credit Card,20.92,Metrocity,2022-08-21 11:02:29,
C201004,Female,36,Debit Card,1016.5,Mall of Istanbul,2022-08-21 11:04:32,
C446749,Male,62,Debit Card,365.94,Viaport Outlet,2022-08-21 11:04:41,
C253413,Female,67,Credit Card,4801.28,Metrocity,2022-08-21 11:06:18,
C167772,Female,36,Credit Card,2295.61,Zorlu Center,2022-08-21 11:06:35,
C167772,Female,36,Credit Card,2295.61,Zorlu Center,2022-08-21 11:09:54,FRANK LEVINE
C282083,Female,18,Credit Card,20.92,Metrocity,2022-08-21 11:09:56,
C576588,Male,60,Credit Card,83.68,Emaar Square Mall,2022-08-21 11:10:08,
C167772,Female,36,Credit Card,2295.61,Zorlu Center,2022-08-21 11:10:14,
C193497,Female,62,Credit Card,13503.83,Mall of Istanbul,2022-08-21 11:13:32,
C256639,Male,36,Credit Card,47.07,Metrocity,2022-08-21 11:14:26,
C130862,Male,30,Credit Card,1920.54,Mall of Istanbul,2022-08-21 11:15:11,
C788832,Female,37,Debit Card,650.56,Viaport Outlet,2022-08-21 11:18:57,
C147750,Male,29,Credit Card,162.64,Metrocity,2022-08-21 11:22:58,
C232603,Female,40,Credit Card,1056.28,Metropol AVM,2022-08-21 11:24:58,
C116644,Female,57,Credit Card,300.08,Viaport Outlet,2022-08-21 11:25:55,
C237323,Male,67,Credit Card,1056.28,Emaar Square Mall,2022-08-21 11:25:56,
C134500,Female,41,Credit Card,4200.0,Mall of Istanbul,2022-08-21 11:26:22,
C609177,Male,36,Credit Card,300.08,Zorlu Center,2022-08-21 11:26:23,
C229766,Male,23,Debit Card,300.08,Mall of Istanbul,2022-08-21 11:27:15,
C229766,Male,23,Debit Card,300.08,Mall of Istanbul,2022-08-21 11:28:25,
C382516,Female,68,Credit Card,2040.58,Kanyon,2022-08-21 11:29:05,
C538396,Male,43,Debit Card,162.64,Mall of Istanbul,2022-08-21 11:32:47,
C562624,Male,69,Credit Card,487.4200000000001,Viaport Outlet,2022-08-21 11:34:26,
C248961,Female,48,Credit Card,154.51,Metropol AVM,2022-08-21 11:35:05,MATTHEW KNIGHT PHD
C305497,Female,52,Credit Card,9602.72,Mall of Istanbul,2022-08-21 11:38:43,
C190540,Female,42,Credit Card,2400.68,Mall of Istanbul,2022-08-21 11:40:26,
C290866,Female,60,Credit Card,378.75,Istinye Park,2022-08-21 11:41:55,
C382516,Female,68,Credit Card,2040.58,Kanyon,2022-08-21 11:42:08,
C144842,Male,22,Credit Card,2400.68,Cevahir AVM,2022-08-21 11:42:35,
C576931,Female,56,Debit Card,60.6,Kanyon,2022-08-21 11:44:16,
C108606,Female,39,Credit Card,322.56,Istinye Park,2022-08-21 11:44:26,
C237323,Male,67,Credit Card,1056.28,Emaar Square Mall,2022-08-21 11:46:48,
C116644,Female,57,Credit Card,300.08,Viaport Outlet,2022-08-21 11:48:57,
C139854,Female,65,Debit Card,83.68,Zorlu Center,2022-08-21 11:48:59,
C159517,Male,32,Debit Card,300.08,Metrocity,2022-08-21 11:50:32,
C287296,Female,61,Debit Card,35.84,Metropol AVM,2022-08-21 11:50:40,
C609177,Male,36,Credit Card,300.08,Zorlu Center,2022-08-21 11:51:06,WILLIAM CARR JR.
C176116,Female,34,Debit Card,2700.7200000000003,Forum Istanbul,2022-08-21 11:52:09,
C282083,Female,18,Credit Card,20.92,Metrocity,2022-08-21 11:52:52,
C144842,Male,22,Credit Card,2400.68,Cevahir AVM,2022-08-21 11:53:54,
C788832,Female,37,Debit Card,650.56,Viaport Outlet,2022-08-21 11:58:03,
C250997,Female,62,Debit Card,2295.61,Viaport Outlet,2022-08-21 11:58:49,
C278877,Female,35,Debit Card,1200.32,Kanyon,2022-08-21 11:58:50,
C562624,Male,69,Credit Card,487.4200000000001,Viaport Outlet,2022-08-21 12:00:17,
C193497,Female,62,Credit Card,13503.83,Mall of Istanbul,2022-08-21 12:01:53,
C139854,Female,65,Debit Card,83.68,Zorlu Center,2022-08-21 12:02:06,
C530904,Female,56,Debit Card,57.57,Kanyon,2022-08-21 12:02:26,
C538396,Male,43,Debit Card,162.64,Mall of Istanbul,2022-08-21 12:04:59,
C287296,Female,61,Debit Card,35.84,Metropol AVM,2022-08-21 12:05:22,
C143283,Female,49,Debit Card,40.66,Metropol AVM,2022-08-21 12:06:14,
C237323,Male,67,Credit Card,1056.28,Emaar Square Mall,2022-08-21 12:06:33,
C134500,Female,41,Credit Card,4200.0,Mall of Istanbul,2022-08-21 12:09:12,
C674700,Female,24,Credit Card,1200.32,Mall of Istanbul,2022-08-21 12:10:12,
C130170,Male,18,Credit Card,4801.28,Mall of Istanbul,2022-08-21 12:10:48,
C108606,Female,39,Credit Card,322.56,Istinye Park,2022-08-21 12:11:16,
C116644,Female,57,Credit Card,300.08,Viaport Outlet,2022-08-21 12:12:24,
C211790,Female,40,Credit Card,300.08,Metropol AVM,2022-08-21 12:12:59,
C250997,Female,62,Debit Card,2295.61,Viaport Outlet,2022-08-21 12:13:12,
C327405,Female,41,Debit Card,540.15,Mall of Istanbul,2022-08-21 12:14:34,
C159517,Male,32,Debit Card,300.08,Metrocity,2022-08-21 12:15:20,
C439339,Female,56,Debit Card,6601.76,Mall of Istanbul,2022-08-21 12:17:12,LUCAS RIVERA
C439339,Female,56,Debit Card,6601.76,Mall of Istanbul,2022-08-21 12:19:15,
C382516,Female,68,Credit Card,2040.58,Kanyon,2022-08-21 12:19:37,
C137415,Female,58,Debit Card,162.64,Kanyon,2022-08-21 12:20:06,
C104344,Female,54,Credit Card,40.66,Kanyon,2022-08-21 12:22:27,
C177526,Female,21,Credit Card,37.41,Metropol AVM,2022-08-21 12:24:44,
C120234,Male,55,Debit Card,4561.219999999999,Metrocity,2022-08-21 12:25:03,
C117349,Male,30,Credit Card,1016.5,Metropol AVM,2022-08-21 12:25:07,
C282083,Female,18,Credit Card,20.92,Metrocity,2022-08-21 12:27:03,
C305497,Female,52,Credit Card,9602.72,Mall of Istanbul,2022-08-21 12:27:24,
C247161,Female,65,Credit Card,46.92,Istinye Park,2022-08-21 12:28:33,SHERI BROWNING
C540562,Female,22,Debit Card,76.99000000000001,Kanyon,2022-08-21 12:30:36,
C260543,Male,58,Credit Card,47.07,Metrocity,2022-08-21 12:30:51,
C324870,Female,69,Credit Card,600.17,Mall of Istanbul,2022-08-21 12:32:04,
C260543,Male,58,Credit Card,47.07,Metrocity,2022-08-21 12:33:25,
C130170,Male,18,Credit Card,4801.28,Mall of Istanbul,2022-08-21 12:35:02,
C788832,Female,37,Debit Card,650.56,Viaport Outlet,2022-08-21 12:36:34,
C538396,Male,43,Debit Card,162.64,Mall of Istanbul,2022-08-21 12:36:44,
C190540,Female,42,Credit Card,2400.68,Mall of Istanbul,2022-08-21 12:36:48,JILLIAN COX
C117349,Male,30,Credit Card,1016.5,Metropol AVM,2022-08-21 12:37:10,
C251441,Male,53,Credit Card,2565.6800000000003,Mall of Istanbul,2022-08-21 12:41:38,
C211790,Female,40,Credit Card,300.08,Metropol AVM,2022-08-21 12:41:40,
C241410,Female,60,Credit Card,9602.72,Zorlu Center,2022-08-21 12:41:56,
C116644,Female,57,Credit Card,300.08,Viaport Outlet,2022-08-21 12:42:48,
C256639,Male,36,Credit Card,47.07,Metrocity,2022-08-21 12:42:52,
C167772,Female,36,Credit Card,2295.61,Zorlu Center,2022-08-21 12:43:21,
C318034,Female,29,Credit Card,322.03,Istinye Park,2022-08-21 12:43:27,
C120234,Male,55,Debit Card,4561.219999999999,Metrocity,2022-08-21 12:43:54,
C156449,Female,24,Credit Card,2400.68,Metrocity,2022-08-21 12:45:10,
C278877,Female,35,Debit Card,1200.32,Kanyon,2022-08-21 12:45:35,
C211790,Female,40,Credit Card,300.08,Metropol AVM,2022-08-21 12:46:12,
C177526,Female,21,Credit Card,37.41,Metropol AVM,2022-08-21 12:46:29,
C234520,Male,48,Debit Card,38.63,Mall of Istanbul,2022-08-21 12:47:34,
C101024,Male,28,Debit Card,7502.0,Metropol AVM,2022-08-21 12:48:33,
C324870,Female,69,Credit Card,600.17,Mall of Istanbul,2022-08-21 12:50:20,AMY COOK
C130862,Male,30,Credit Card,1920.54,Mall of Istanbul,2022-08-21 12:50:33,
C562624,Male,69,Credit Card,487.4200000000001,Viaport Outlet,2022-08-21 12:51:35,
C282083,Female,18,Credit Card,20.92,Metrocity,2022-08-21 12:51:57,
C201004,Female,36,Debit Card,1016.5,Mall of Istanbul,2022-08-21 12:54:38,
C256639,Male,36,Credit Card,47.07,Metrocity,2022-08-21 12:55:39,
C129199,Male,45,Debit Card,2700.7200000000003,Metrocity,2022-08-21 12:57:34,
C278877,Female,35,Debit Card,1200.32,Kanyon,2022-08-21 12:58:53,
C190540,Female,42,Credit Card,2400.68,Mall of Istanbul,2022-08-21 12:58:55,
C325003,Female,34,Debit Card,300.08,Kanyon,2022-08-21 12:59:07,
C305497,Female,52,Credit Card,9602.72,Mall of Istanbul,2022-08-21 12:59:28,
C237323,Male,67,Credit Card,1056.28,Emaar Square Mall,2022-08-21 13:01:57,
C232603,Female,40,Credit Card,1056.28,Metropol AVM,2022-08-21 13:02:54,
C190540,Female,42,Credit Card,2400.68,Mall of Istanbul,2022-08-21 13:03:01,
C507707,Female,60,Debit Card,1020.27,Metropol AVM,2022-08-21 13:07:55,
C674700,Female,24,Credit Card,1200.32,Mall of Istanbul,2022-08-21 13:09:25,
C313267,Female,41,Debit Card,997.5,Metrocity,2022-08-21 13:10:29,
C193497,Female,62,Credit Card,13503.83,Mall of Istanbul,2022-08-21 13:11:00,
C282083,Female,18,Credit Card,20.92,Metrocity,2022-08-21 13:11:41,
C674700,Female,24,Credit Card,1200.32,Mall of Istanbul,2022-08-21 13:12:08,
C134500,Female,41,Credit Card,4200.0,Mall of Istanbul,2022-08-21 13:12:55,
C324870,Female,69,Credit Card,600.17,Mall of Istanbul,2022-08-21 13:13:41,
C108606,Female,39,Credit Card,322.56,Istinye Park,2022-08-21 13:14:27,
C253413,Female,67,Credit Card,4801.28,Metrocity,2022-08-21 13:16:50,
C232603,Female,40,Credit Card,1056.28,Metropol AVM,2022-08-21 13:18:21,
C439339,Female,56,Debit Card,6601.76,Mall of Istanbul,2022-08-21 13:19:30,
C327405,Female,41,Debit Card,540.15,Mall of Istanbul,2022-08-21 13:20:33,
C237323,Male,67,Credit Card,1056.28,Emaar Square Mall,2022-08-21 13:22:04,
C253413,Female,67,Credit Card,4801.28,Metrocity,2022-08-21 13:25:06,
C143283,Female,49,Debit Card,40.66,Metropol AVM,2022-08-21 13:27:30,
C317774,Female,65,Credit Card,162.64,Kanyon,2022-08-21 13:29:24,
C439339,Female,56,Debit Card,6601.76,Mall of Istanbul,2022-08-21 13:31:41,
C318034,Female,29,Credit Card,322.03,Istinye Park,2022-08-21 13:32:38,
C241410,Female,60,Credit Card,9602.72,Zorlu Center,2022-08-21 13:34:10,
C308666,Male,54,Credit Card,258.05,Mall of Istanbul,2022-08-21 13:34:51,
C134500,Female,41,Credit Card,4200.0,Mall of Istanbul,2022-08-21 13:36:42,
C538396,Male,43,Debit Card,162.64,Mall of Istanbul,2022-08-21 13:36:42,
C190540,Female,42,Credit Card,2400.68,Mall of Istanbul,2022-08-21 13:38:17,
C562624,Male,69,Credit Card,487.4200000000001,Viaport Outlet,2022-08-21 13:38:18,
C167772,Female,36,Credit Card,2295.61,Zorlu Center,2022-08-21 13:42:46,
C317774,Female,65,Credit Card,162.64,Kanyon,2022-08-21 13:43:13,
C576588,Male,60,Credit Card,83.68,Emaar Square Mall,2022-08-21 13:43:25,
C256639,Male,36,Credit Card,47.07,Metrocity,2022-08-21 13:44:30,
C324870,Female,69,Credit Card,600.17,Mall of Istanbul,2022-08-21 13:49:21,
C108606,Female,39,Credit Card,322.56,Istinye Park,2022-08-21 13:49:23,
C201004,Female,36,Debit Card,1016.5,Mall of Istanbul,2022-08-21 13:49:58,
C248961,Female,48,Credit Card,154.51,Metropol AVM,2022-08-21 13:52:27,
C290866,Female,60,Credit Card,378.75,Istinye Park,2022-08-21 13:53:54,
C237323,Male,67,Credit Card,1056.28,Emaar Square Mall,2022-08-21 13:56:12,
C177526,Female,21,Credit Card,37.41,Metropol AVM,2022-08-21 13:59:16,
C507707,Female,60,Debit Card,1020.27,Metropol AVM,2022-08-21 14:01:42,
C718793,Female,46,Credit Card,130.75,Emaar Square Mall,2022-08-21 14:02:38,
C507707,Female,60,Debit Card,1020.27,Metropol AVM,2022-08-21 14:03:00,
C325003,Female,34,Debit Card,300.08,Kanyon,2022-08-21 14:03:29,
C247161,Female,65,Credit Card,46.92,Istinye Park,2022-08-21 14:04:20,
C562624,Male,69,Credit Card,487.4200000000001,Viaport Outlet,2022-08-21 14:06:03,
C130170,Male,18,Credit Card,4801.28,Mall of Istanbul,2022-08-21 14:06:28,
C129199,Male,45,Debit Card,2700.7200000000003,Metrocity,2022-08-21 14:07:04,
C234520,Male,48,Debit Card,38.63,Mall of Istanbul,2022-08-21 14:07:31,
C176116,Female,34,Debit Card,2700.7200000000003,Forum Istanbul,2022-08-21 14:08:49,
C204632,Male,21,Debit Card,7502.0,Kanyon,2022-08-21 14:09:46,
C137415,Female,58,Debit Card,162.64,Kanyon,2022-08-21 14:09:55,
C540562,Female,22,Debit Card,76.99000000000001,Kanyon,2022-08-21 14:11:04,
C327405,Female,41,Debit Card,540.15,Mall of Istanbul,2022-08-21 14:11:37,
C327405,Female,41,Debit Card,540.15,Mall of Istanbul,2022-08-21 14:14:10,SHANNON MORALES
C193497,Female,62,Credit Card,13503.83,Mall of Istanbul,2022-08-21 14:14:17,
C248961,Female,48,Credit Card,154.51,Metropol AVM,2022-08-21 14:17:36,
C576931,Female,56,Debit Card,60.6,Kanyon,2022-08-21 14:20:48,
C255560,Female,31,Debit Card,1200.32,Kanyon,2022-08-21 14:25:02,
C247161,Female,65,Credit Card,46.92,Istinye Park,2022-08-21 14:25:51,
C576588,Male,60,Credit Card,83.68,Emaar Square Mall,2022-08-21 14:26:44,
C248961,Female,48,Credit Card,154.51,Metropol AVM,2022-08-21 14:26:58,
C313267,Female,41,Debit Card,997.5,Metrocity,2022-08-21 14:31:10,
C278877,Female,35,Debit Card,1200.32,Kanyon,2022-08-21 14:32:09,
C507707,Female,60,Debit Card,1020.27,Metropol AVM,2022-08-21 14:33:06,
C211790,Female,40,Credit Card,300.08,Metropol AVM,2022-08-21 14:33:12,
C232603,Female,40,Credit Card,1056.28,Metropol AVM,2022-08-21 14:33:41,
C134500,Female,41,Credit Card,4200.0,Mall of Istanbul,2022-08-21 14:33:58,
C290866,Female,60,Credit Card,378.75,Istinye Park,2022-08-21 14:34:17,
C237323,Male,67,Credit Card,1056.28,Emaar Square Mall,2022-08-21 14:36:41,
C278877,Female,35,Debit Card,1200.32,Kanyon,2022-08-21 14:37:03,
C201004,Female,36,Debit Card,1016.5,Mall of Istanbul,2022-08-21 14:38:00,
C123145,Female,27,Credit Card,300.08,Metrocity,2022-08-21 14:39:25,
C540562,Female,22,Debit Card,76.99000000000001,Kanyon,2022-08-21 14:40:14,
C222036,Female,26,Credit Card,1200.32,Metrocity,2022-08-21 14:41:45,
C683369,Female,53,Debit Card,4801.28,Istinye Park,2022-08-21 14:42:17,
C260543,Male,58,Credit Card,47.07,Metrocity,2022-08-21 14:45:41,
C683369,Female,53,Debit Card,4801.28,Istinye Park,2022-08-21 14:46:56,
C129199,Male,45,Debit Card,2700.7200000000003,Metrocity,2022-08-21 14:48:25,
C260543,Male,58,Credit Card,47.07,Metrocity,2022-08-21 14:49:12,
C317774,Female,65,Credit Card,162.64,Kanyon,2022-08-21 14:49:47,
C260543,Male,58,Credit Card,47.07,Metrocity,2022-08-21 14:51:05,
C308666,Male,54,Credit Card,258.05,Mall of Istanbul,2022-08-21 14:52:41,
C382516,Female,68,Credit Card,2040.58,Kanyon,2022-08-21 14:55:18,
C788832,Female,37,Debit Card,650.56,Viaport Outlet,2022-08-21 14:57:00,
C540562,Female,22,Debit Card,76.99000000000001,Kanyon,2022-08-21 14:57:01,
C193497,Female,62,Credit Card,13503.83,Mall of Istanbul,2022-08-21 14:57:02,PHILIP CAIN
C204632,Male,21,Debit Card,7502.0,Kanyon,2022-08-21 14:58:32,
C167772,Female,36,Credit Card,2295.61,Zorlu Center,2022-08-21 14:59:13,
C317774,Female,65,Credit Card,162.64,Kanyon,2022-08-21 15:00:16,
C576588,Male,60,Credit Card,83.68,Emaar Square Mall,2022-08-21 15:00:24,
C576588,Male,60,Credit Card,83.68,Emaar Square Mall,2022-08-21 15:00:48,
C143283,Female,49,Debit Card,40.66,Metropol AVM,2022-08-21 15:01:29,
C144842,Male,22,Credit Card,2400.68,Cevahir AVM,2022-08-21 15:01:44,
C718793,Female,46,Credit Card,130.75,Emaar Square Mall,2022-08-21 15:02:34,
C305497,Female,52,Credit Card,9602.72,Mall of Istanbul,2022-08-21 15:02:34,
C222036,Female,26,Credit Card,1200.32,Metrocity,2022-08-21 15:07:21,
C229766,Male,23,Debit Card,300.08,Mall of Istanbul,2022-08-21 15:07:59,
C530904,Female,56,Debit Card,57.57,Kanyon,2022-08-21 15:08:29,
C439339,Female,56,Debit Card,6601.76,Mall of Istanbul,2022-08-21 15:08:57,
C123145,Female,27,Credit Card,300.08,Metrocity,2022-08-21 15:10:30,
C193497,Female,62,Credit Card,13503.83,Mall of Istanbul,2022-08-21 15:13:50,
C251441,Male,53,Credit Card,2565.6800000000003,Mall of Istanbul,2022-08-21 15:17:08,
C718793,Female,46,Credit Card,130.75,Emaar Square Mall,2022-08-21 15:18:23,
C540562,Female,22,Debit Card,76.99000000000001,Kanyon,2022-08-21 15:18:35,CASSIDY ONEILL
C247161,Female,65,Credit Card,46.92,Istinye Park,2022-08-21 15:18:42,
C251441,Male,53,Credit Card,2565.6800000000003,Mall of Istanbul,2022-08-21 15:18:51,
C123145,Female,27,Credit Card,300.08,Metrocity,2022-08-21 15:18:53,
C290866,Female,60,Credit Card,378.75,Istinye Park,2022-08-21 15:20:12,
C251441,Male,53,Credit Card,2565.6800000000003,Mall of Istanbul,2022-08-21 15:21:21,
C130986,Male,25,Credit Card,7502.0,Mall of Istanbul,2022-08-21 15:21:53,
C241410,Female,60,Credit Card,9602.72,Zorlu Center,2022-08-21 15:23:06,
C159517,Male,32,Debit Card,300.08,Metrocity,2022-08-21 15:26:45,
C287296,Female,61,Debit Card,35.84,Metropol AVM,2022-08-21 15:27:10,
C137415,Female,58,Debit Card,162.64,Kanyon,2022-08-21 15:28:53,
C251441,Male,53,Credit Card,2565.6800000000003,Mall of Istanbul,2022-08-21 15:29:37,
C229766,Male,23,Debit Card,300.08,Mall of Istanbul,2022-08-21 15:30:01,
C134500,Female,41,Credit Card,4200.0,Mall of Istanbul,2022-08-21 15:30:25,
C144842,Male,22,Credit Card,2400.68,Cevahir AVM,2022-08-21 15:30:49,
C290866,Female,60,Credit Card,378.75,Istinye Park,2022-08-21 15:35:39,
C101024,Male,28,Debit Card,7502.0,Metropol AVM,2022-08-21 15:37:27,
C139854,Female,65,Debit Card,83.68,Zorlu Center,2022-08-21 15:38:53,
C190540,Female,42,Credit Card,2400.68,Mall of Istanbul,2022-08-21 15:44:42,
C177526,Female,21,Credit Card,37.41,Metropol AVM,2022-08-21 15:46:03,
C308666,Male,54,Credit Card,258.05,Mall of Istanbul,2022-08-21 15:46:56,JAMES HARDIN
C229766,Male,23,Debit Card,300.08,Mall of Istanbul,2022-08-21 15:47:13,
C176116,Female,34,Debit Card,2700.7200000000003,Forum Istanbul,2022-08-21 15:50:58,
C137415,Female,58,Debit Card,162.64,Kanyon,2022-08-21 15:52:01,
C576931,Female,56,Debit Card,60.6,Kanyon,2022-08-21 15:52:50,
C239023,Female,45,Credit Card,47.07,Metropol AVM,2022-08-21 15:53:36,
C222036,Female,26,Credit Card,1200.32,Metrocity,2022-08-21 15:53:58,
C123145,Female,27,Credit Card,300.08,Metrocity,2022-08-21 15:54:39,
C247161,Female,65,Credit Card,46.92,Istinye Park,2022-08-21 15:56:05,
C117349,Male,30,Credit Card,1016.5,Metropol AVM,2022-08-21 15:56:47,
C250997,Female,62,Debit Card,2295.61,Viaport Outlet,2022-08-21 15:57:51,
C446749,Male,62,Debit Card,365.94,Viaport Outlet,2022-08-21 15:59:52,
C232603,Female,40,Credit Card,1056.28,Metropol AVM,2022-08-21 16:00:00,
C137415,Female,58,Debit Card,162.64,Kanyon,2022-08-21 16:00:13,AMANDA PARKER
C317774,Female,65,Credit Card,162.64,Kanyon,2022-08-21 16:02:21,
C576931,Female,56,Debit Card,60.6,Kanyon,2022-08-21 16:02:51,
C253413,Female,67,Credit Card,4801.28,Metrocity,2022-08-21 16:03:39,
C305497,Female,52,Credit Card,9602.72,Mall of Istanbul,2022-08-21 16:04:03,
C255560,Female,31,Debit Card,1200.32,Kanyon,2022-08-21 16:04:11,DAVID GUTIERREZ
C130986,Male,25,Credit Card,7502.0,Mall of Istanbul,2022-08-21 16:05:04,
C117349,Male,30,Credit Card,1016.5,Metropol AVM,2022-08-21 16:10:28,
C139854,Female,65,Debit Card,83.68,Zorlu Center,2022-08-21 16:10:42,
C201004,Female,36,Debit Card,1016.5,Mall of Istanbul,2022-08-21 16:11:40,
C446749,Male,62,Debit Card,365.94,Viaport Outlet,2022-08-21 16:12:53,
C250997,Female,62,Debit Card,2295.61,Viaport Outlet,2022-08-21 16:12:59,
C130170,Male,18,Credit Card,4801.28,Mall of Istanbul,2022-08-21 16:13:31,
C137415,Female,58,Debit Card,162.64,Kanyon,2022-08-21 16:14:21,
C530904,Female,56,Debit Card,57.57,Kanyon,2022-08-21 16:16:18,
C232603,Female,40,Credit Card,1056.28,Metropol AVM,2022-08-21 16:16:32,
C718793,Female,46,Credit Card,130.75,Emaar Square Mall,2022-08-21 16:22:13,MICHAEL MOSES
C232603,Female,40,Credit Card,1056.28,Metropol AVM,2022-08-21 16:22:34,
C576588,Male,60,Credit Card,83.68,Emaar Square Mall,2022-08-21 16:24:46,
